runner_id,player_name,season,sprint_speed,speed_capped,split_15_60,accel_0_30,maintain_30_90,total_90,accel_gap,bolts,SB,CS,real_sb_attempts,real_sb_pct,expected_sb_pct,sb_residual,pct_sprint_speed,pct_accel_0_30,pct_total_90,lead_tendency_z,n_opportunities,sim_attempts,sim_successes,avg_primary_lead,avg_secondary_lead,avg_lead_gain,avg_lead_off,avg_jump_time,avg_pitcher_ttp,avg_catcher_pop,sim_success_rate,sb_residual_z,accel_gap_z,lead_gain_z,jump_z,lead_off_z,speed_cap_z,accel_z,SSSI_v1,SSSI_capped,SSSI_composite,SSSI_v3_fixed,SSSI_v3_opt,rank_fixed,rank_opt,rank_composite
514888,"Altuve, Jose",2025,26.9,26.9,1.79,1.8,2.2,4.0,14.663023679417115,20,10,6,16,0.6638192248730478,0.7825280893909361,-0.11870886451788831,34.06193078324226,48.724954462659376,52.459016393442624,-0.3255450115195318,162,12,1,13.075185185185184,18.36469135802469,5.289074074074074,11.853765432098765,0.29021604938271606,1.3281049382716048,2.0463888888888886,0.08333333333333333,-1.4572778514876004,0.770750590101102,-1.371351131281382,-0.634080415447601,0.13616549991892188,-1.3328962329473624,-0.659594922105374,-0.10593581232418314,-0.038454898334019605,-0.5363698138626984,-0.5062089500930917,-0.09370363462498221,416,286,287
516782,"Marte, Starling",2023,27.1,27.1,1.79,1.79,2.18,3.97,21.711711711711708,2,24,4,28,0.8466728400707274,0.7827082300285917,0.06396461004213572,40.090090090090094,61.8018018018018,65.4054054054054,-0.6711402773965811,118,12,6,12.840847457627119,18.25220338983051,5.41093220338983,11.639661016949153,0.3052457627118644,1.3367118644067797,2.0432033898305084,0.5,0.7878593328698289,1.0981127989500217,-1.2553693197387998,-0.9983729809396605,-0.15678842341819754,-0.991358892592342,-0.4310774965270536,-0.1809966442499542,-0.26401042714645784,-1.4191718315043158,0.2960253724749568,0.36100309191336527,150,98,347
516782,"Marte, Starling",2024,27.1,27.1,1.77,1.78,2.17,3.95,25.703564727954976,4,16,1,17,0.9063728964697275,0.7827082300285917,0.12366466644113583,40.33771106941838,66.04127579737336,68.57410881801125,0.06300236833469973,134,18,6,13.015,19.275746268656714,6.2608208955223885,12.075597014925373,0.26773880597014926,1.3408880597014925,2.0534328358208955,0.3333333333333333,1.5215992305340014,1.2835064232401598,-0.44646448362668806,-0.0892734395172455,0.4396923209969784,-0.991358892592342,-0.20256007094873335,0.6279081918621576,0.544894408965654,0.8953132904453869,0.8710764967305276,0.7681737965181838,23,24,173
518692,"Freeman, Freddie",2023,26.7,26.7,1.84,1.8,2.28,4.08,22.34234234234234,0,23,1,24,0.9289725421494485,0.7826929942548819,0.14627954789456654,32.16216216216216,54.5045045045045,37.027027027027025,-2.003522292066514,235,1,0,12.077489361702128,16.227659574468085,4.150340425531915,10.73008510638298,0.35695744680851066,1.325940425531915,2.033723404255319,0.0,1.7995460500885228,1.1274011764842768,-2.4551720643944352,-2.25176894751128,-1.4013392720641467,-1.6744335733023765,-0.659594922105374,-0.9987141019688865,-0.7807384910920587,-4.433846710667485,0.261826458700463,0.38189843982291855,164,88,469
518692,"Freeman, Freddie",2024,25.8,25.8,1.87,1.81,2.36,4.17,33.583489681050665,0,9,2,11,0.8087627326458753,0.7877050042249518,0.02105772842092346,14.634146341463413,48.21763602251408,19.136960600375232,1.4423047911862443,187,28,14,14.397860962566845,20.3527807486631,5.954652406417112,13.31096256684492,0.22623529411764703,1.3302192513368984,2.037352941176471,0.5,0.2605149243582762,1.6494737672892024,-0.7378687272588279,0.916695235903585,2.1300133026426193,-3.211351604899943,-0.8881123476836942,1.5782811307742968,2.473482877641115,5.52019141618732,0.8581067903584907,1.3072904147592397,25,6,13
542932,"Berti, Jon",2023,29.3,28.0,1.73,1.75,2.1,3.85,-9.369369369369366,27,16,6,22,0.7385260637901483,0.8074627801484748,-0.06893671635832654,93.96396396396396,84.5945945945946,92.16216216216216,-0.4064150163846156,211,48,28,12.52308056872038,19.798625592417064,7.275260663507109,11.403507109004739,0.26519431279620853,1.330350710900474,2.0390568720379147,0.5833333333333334,-0.845556303805201,-0.3453858080954123,0.5190563449988341,-0.027599612085406615,-0.47991213758993095,0.5455591390052247,0.48299220578622754,-0.508040057664175,-0.02650279400639055,-0.5340145436817281,-0.38246183852364335,-0.42644907543420124,373,408,286
542932,"Berti, Jon",2025,28.3,28.0,1.76,1.76,2.15,3.91,2.367941712204015,0,11,3,14,0.7863265117017897,0.7910350293881474,-0.004708517686357716,73.67941712204006,76.04735883424408,75.68306010928961,-0.7925258304579145,92,12,9,12.533478260869565,18.910434782608696,6.375760869565218,11.236630434782608,0.29045652173913045,1.3225108695652175,2.036554347826087,0.75,-0.05616355004033445,0.19973011475526095,-0.3370672158120651,-0.6399090224030127,-0.708245478556591,0.5455591390052247,0.25447478020790726,-0.4089504011333217,-0.8826263548172898,-2.2307808557768936,-0.1823782032433332,-0.29367761145767457,319,361,395
543760,"Semien, Marcus",2023,28.7,28.0,1.76,1.77,2.14,3.91,-11.08108108108108,4,14,3,17,0.8154638055606366,0.7965709931874749,0.01889281237316165,84.14414414414414,73.06306306306305,78.82882882882883,0.48074665890590895,200,40,31,13.0791,20.510749999999998,7.431749999999999,11.948599999999999,0.23413499999999998,1.33272,2.03443,0.775,0.2339071558710947,-0.42488283283124795,0.6679993563141685,0.72522091703325,0.26592535898223657,0.5455591390052247,0.025957354629586944,0.2140308840562123,0.12244021730894383,1.1135864933244304,0.14768337044548385,0.029722763347422188,202,232,158
543760,"Semien, Marcus",2024,28.5,28.0,1.76,1.77,2.14,3.91,-9.943714821763606,2,8,3,11,0.7462627326458753,0.7936304885370107,-0.0473677558911354,81.51969981238274,71.57598499061913,79.08067542213884,-0.3904639494628101,189,31,23,12.525555555555556,19.26878306878307,6.742857142857144,11.461640211640212,0.27504232804232803,1.3267407407407408,2.0327407407407407,0.7419354838709677,-0.580464312264227,-0.3720601331721747,0.012326714867809563,-0.26629736103422724,-0.40037001100220554,0.5455591390052247,0.025957354629586944,-0.25059911392179685,-0.5332324241374151,-1.199899796173848,-0.3882732295092562,-0.38420645369308115,376,390,331
543760,"Semien, Marcus",2025,28.5,28.0,1.76,1.78,2.13,3.91,-17.66848816029144,2,11,1,12,0.8788355130784709,0.7936304885370107,0.08520502454146017,79.78142076502732,62.11293260473588,75.68306010928961,1.484918786733851,142,45,37,13.650845070422536,21.821338028169016,8.170140845070422,12.853943661971831,0.2016056338028169,1.3361971830985917,2.0320985915492957,0.8222222222222222,1.0489133502549775,-0.7308217709935185,1.3707830632248312,1.5136728326676259,1.5046853236364472,0.5455591390052247,-0.20256007094873335,1.1078572344352249,0.8252239242196066,3.8435820805236793,0.6645895480047332,0.5251941921852599,46,57,43
543807,"Springer, George",2023,27.8,27.8,1.77,1.8,2.15,3.95,-7.117117117117125,1,20,5,25,0.7980067907444668,0.786055955585494,0.011950835158972772,61.62162162162163,54.5045045045045,69.81981981981981,1.3373981074427437,211,33,21,13.790805687203791,21.01293838862559,7.221895734597156,12.818720379146919,0.21416587677725119,1.328909952606635,2.036957345971564,0.6363636363636364,0.14858720882308363,-0.24078445975878718,0.46826481256212893,1.2092356796657484,1.4564901526533527,0.2040217986502105,-0.659594922105374,0.8739882359117486,0.2642430139119184,2.9299688462310196,0.3184206233321014,0.3474370516419145,143,100,72
543807,"Springer, George",2024,28.1,28.0,1.78,1.81,2.16,3.97,-22.701688555347083,1,16,1,17,0.9063728964697275,0.7887846157408855,0.11758828072884198,70.91932457786116,48.21763602251408,63.227016885553475,0.5585489592742234,154,18,11,13.433441558441558,20.119935064935063,6.686428571428571,12.226233766233765,0.24263636363636362,1.3300064935064935,2.0374025974025973,0.6111111111111112,1.446917782983791,-0.9645786902039568,-0.04138072323086155,0.5191635224942879,0.645804965912379,0.5455591390052247,-0.8881123476836942,0.07777873491623169,-0.5869398622360862,0.5780286261705806,0.3482883348991138,0.3092098820701542,130,113,199
543807,"Springer, George",2025,28.0,28.0,1.8,1.81,2.18,3.99,-22.131147540983612,0,18,1,19,0.9141751550972502,0.7877888009803549,0.12638635411689536,64.57194899817851,42.4408014571949,54.91803278688525,-2.1706154097954116,202,8,4,11.782079207920793,16.787673267326735,5.005643564356435,10.273960396039605,0.3533118811881188,1.3366039603960398,2.030163366336634,0.5,1.55504996671654,-0.9380810546375651,-1.6411138803738945,-2.1634071522169807,-2.025443746195264,0.5455591390052247,-0.8881123476836942,-1.4264331004926247,-2.186673019379119,-6.375523917791364,-0.3825829041561722,-0.409472242454263,374,404,492
545121,"Vargas, Ildemaro",2024,26.7,26.7,1.83,1.79,2.31,4.1,29.64352720450281,0,9,4,13,0.7189002067963336,0.7826929942548819,-0.06379278745854833,30.206378986866795,59.849906191369605,31.801125703564722,0.11922586112739209,2624,296,144,13.100000000000001,18.57185975609756,5.471890243902439,11.93673780487805,0.28441463414634144,1.3356676829268292,2.028310975609756,0.4864864864864865,-0.782335159769929,1.4664900952646807,-1.197350835404293,-0.4934647966623163,0.24969460261069115,-1.6744335733023765,-0.4310774965270536,0.2591071270212557,0.47708273789808353,0.2333125438464585,-0.02745274815399258,0.2513500731632689,268,132,222
547180,"Harper, Bryce",2023,27.6,27.6,1.79,1.77,2.23,4.0,18.378378378378372,0,11,3,14,0.7863265117017897,0.784668155692235,0.0016583560095546623,54.68468468468468,73.06306306306305,58.648648648648646,0.23216988962625595,173,23,14,13.335375722543352,19.630520231213872,6.294508670520232,12.207687861271676,0.25647398843930636,1.32435838150289,2.0403294797687863,0.6086956521739131,0.022088122334261544,0.9433028034118155,-0.41440122126554835,0.18376498698102167,0.6204290500692389,-0.13751554170480365,0.025957354629586944,0.18236484555242116,-0.2768856795607447,0.5273083574895159,0.2686915412703794,0.2399094175653291,161,139,203
547180,"Harper, Bryce",2024,27.4,27.4,1.8,1.79,2.23,4.02,11.069418386491556,0,7,4,11,0.6837627326458753,0.7836254013005766,-0.09986266865470128,48.78048780487805,59.849906191369605,50.0,-0.11761085542512094,145,19,10,13.097931034482759,19.38951724137931,6.291448275862069,11.881655172413792,0.2713655172413793,1.333896551724138,2.043248275862069,0.5263157894736842,-1.2256498320499938,0.6038527842919382,-0.41731403568738484,-0.1771782401186704,0.17432636101294147,-0.4790528820598239,-0.4310774965270536,0.37049467459893787,0.06173884637243904,0.05888696726671011,-0.31694389430520264,-0.14507594475905433,355,312,234
547180,"Harper, Bryce",2025,27.0,27.0,1.82,1.8,2.25,4.05,11.293260473588333,0,12,2,14,0.8389580906491582,0.7825750290220634,0.05638306162709472,37.43169398907104,48.724954462659376,39.98178506375227,-0.20940882703960811,193,14,6,12.973056994818654,18.59020725388601,5.617409326424871,11.944300518134716,0.2813367875647668,1.3175751295336788,2.0352642487046633,0.42857142857142855,0.6946787750323438,0.6142486820433527,-1.058849063715074,-0.41886346509744343,0.2600424813224209,-1.1621275627698522,-0.659594922105374,0.1110449335079482,0.10327849905477815,-0.05554248472024437,0.28009666197588773,0.44564294434025,156,67,243
572191,"Taylor, Michael A.",2023,28.7,28.0,1.74,1.74,2.11,3.85,4.774774774774784,9,13,1,14,0.8915896695965265,0.7965709931874749,0.0950186764090516,84.14414414414414,88.91891891891892,92.16216216216216,0.01249411872768743,151,37,26,12.750397350993378,19.979403973509932,7.228675496688742,11.785761589403974,0.25488079470198677,1.3254900662251656,2.0540993377483443,0.7027027027027027,1.1695274392754855,0.3115106594585972,0.4747176367899838,0.22238106841808014,0.043117477039438634,0.5455591390052247,0.7115096313645478,0.020749164532027575,-0.07084150221524088,0.19465704324227795,0.5576918117250573,0.25789952863197707,63,128,228
572191,"Taylor, Michael A.",2024,28.5,28.0,1.75,1.75,2.12,3.87,0.9380863039399543,4,12,1,13,0.8855668734630002,0.7936304885370107,0.09193638492598954,81.51969981238274,82.4577861163227,87.4296435272045,1.6678876111195198,110,23,15,13.694090909090908,22.012727272727272,8.318363636363637,12.877181818181818,0.1887909090909091,1.3336545454545454,2.0360363636363634,0.6521739130434783,1.1316447240191063,0.13332334194316928,1.511858163775077,1.8242781542156932,1.5364815340419136,0.5455591390052247,0.48299220578622754,1.2489323349854706,0.9662990247698523,4.327058713027459,0.9649832253342405,0.6612348101059697,15,38,28
572191,"Taylor, Michael A.",2025,27.8,27.8,1.77,1.78,2.17,3.95,2.9143897996356998,1,8,3,11,0.7462627326458753,0.786055955585494,-0.03979322293961873,59.19854280510018,62.11293260473588,64.75409836065575,0.5654604191690931,82,14,11,13.31609756097561,20.442439024390243,7.1259756097560985,12.334634146341465,0.2476341463414634,1.3283414634146342,2.0373658536585366,0.7857142857142857,-0.48736997755279743,0.22510880254840904,0.3769702070653571,0.39802647592922086,0.7941265996423281,0.2040217986502105,-0.20256007094873335,0.7826936304149767,0.1729484084151466,1.3651014839866957,0.05125745717807111,0.05743918021479399,235,220,140
572233,"Walker, Christian",2023,26.4,26.4,1.88,1.87,2.3,4.17,-8.828828828828822,1,11,0,11,0.9337627326458753,0.7835873118663028,0.15017542077957247,24.684684684684687,15.855855855855864,18.91891891891892,0.09212665843410921,177,10,2,13.293389830508474,18.74045197740113,5.4473446327683614,12.240621468926555,0.2755762711864407,1.3276214689265537,2.035593220338983,0.2,1.8474280378851835,-0.32028148449462196,-1.2207127929588308,-0.2792391592931775,0.6654913135699725,-2.1867395838349006,-2.259216901153616,0.5223091346692443,0.9660267908760698,1.3522789451528647,0.5313847178117587,0.925277442890208,70,16,142
592192,"Canha, Mark",2023,27.8,27.8,1.82,1.82,2.21,4.03,-20.000000000000007,0,11,1,12,0.8788355130784709,0.786055955585494,0.09277955749297684,61.62162162162163,41.62162162162162,47.83783783783784,-1.218813060423628,188,13,7,12.50622340425532,17.849255319148934,5.343191489361702,11.092021276595746,0.31322872340425534,1.3283244680851063,2.0411755319148934,0.5384615384615384,1.1420076849664071,-0.8391041722442859,-1.319843399328617,-1.1918652430451124,-0.9061107127308439,0.2040217986502105,-1.1166297732620145,-0.9141199759789973,-1.5238651979788274,-3.6218411537547834,-0.2280485487322277,-0.1460204303777242,336,313,452
592206,"Castellanos, Nick",2023,27.2,27.2,1.85,1.85,2.25,4.1,-17.83783783783783,0,11,2,13,0.8300113179074446,0.78292769241052,0.047083625496924686,43.42342342342342,25.58558558558559,33.33333333333334,-0.6974238233002769,157,7,3,12.759936305732484,18.32312101910828,5.563757961783439,11.529745222929936,0.30154140127388535,1.3321146496815286,2.0304267515923566,0.42857142857142855,0.5803846231326857,-0.7386868778411246,-1.1099132192029777,-0.9085860833323656,-0.30718356156676685,-0.820590222414838,-1.8021820499969754,-0.13106186544830523,-0.28932299678813966,-1.5050926416872723,-0.22857153761345914,0.07298383504190603,337,213,355
592450,"Judge, Aaron",2024,26.8,26.8,1.84,1.82,2.27,4.09,8.161350844277678,0,10,0,10,0.929346914822267,0.7825674111352088,0.14677950368705817,33.20825515947467,41.369606003752345,32.833020637898684,-0.6222074452947179,166,6,2,12.916204819277109,18.07921686746988,5.162951807228915,11.625180722891566,0.30486746987951807,1.324198795180723,2.0334939759036144,0.3333333333333333,1.8056907262269788,0.46879340732145863,-1.491391452486831,-0.9892038595209952,-0.17660146161398296,-1.5036649031248663,-1.1166297732620145,-0.13045481179545892,0.01227345063803531,-1.1535318704969428,0.4840841011795281,0.6396849449906759,88,40,329
592450,"Judge, Aaron",2025,27.1,27.1,1.82,1.8,2.24,4.04,7.6502732240437155,0,12,5,17,0.7245547146515456,0.7827082300285917,-0.05815351537704605,41.07468123861566,48.724954462659376,41.62112932604736,2.2297318414095484,147,34,23,14.617006802721088,22.023673469387756,7.40639455782313,13.559455782312925,0.18372108843537416,1.3233673469387754,2.038551020408163,0.6764705882352942,-0.7130260306071766,0.44505743008902965,0.643866619888218,1.9471612680012116,2.4700205946134064,-0.991358892592342,-0.659594922105374,1.7182392953770638,1.63522551248056,6.052407375095178,0.4495713706840573,0.68807652719273,101,33,9
592518,"Machado, Manny",2024,25.8,25.8,1.87,1.86,2.3,4.16,4.409005628517825,0,11,2,13,0.8300113179074446,0.7877050042249518,0.042306313682492824,14.634146341463413,19.04315196998124,21.10694183864915,-0.3748414628976096,155,2,0,13.13232258064516,18.163612903225808,5.031096774193549,12.011870967741935,0.3007354838709677,1.3301935483870968,2.0482451612903225,0.0,0.5216693639978588,0.2945232434885812,-1.6168880909000345,-0.8890521300323928,0.352497502860653,-3.211351604899943,-2.030699475575296,0.6992617671330903,1.5944635139999086,1.057908886828169,0.12059399216421393,0.7473424758538207,210,26,161
592518,"Machado, Manny",2025,25.8,25.8,1.88,1.88,2.29,4.17,-2.1857923497267855,0,14,3,17,0.8154638055606366,0.7877050042249518,0.027758801335684757,11.839708561020036,9.65391621129325,17.30418943533698,-0.012938768103588062,167,4,2,13.278562874251497,18.24994011976048,4.971077844311377,12.248383233532934,0.2894011976047904,1.3260838323353292,2.0408682634730537,0.5,0.34287405182468617,-0.011758950187644201,-1.6740127509753926,-0.6143299093550719,0.6761115494575364,-3.211351604899943,-2.4877343267319314,0.6421371070577322,1.5373388539245505,1.599120494027015,0.03271001220066383,0.7476181157923799,240,25,125
592626,"Pederson, Joc",2024,25.5,25.5,1.87,1.83,2.34,4.17,23.733583489681052,0,7,4,11,0.6837627326458753,0.7909283789721804,-0.1071656463263051,10.600375234521577,34.33395872420263,19.136960600375232,0.03605992679779541,126,4,0,13.262936507936509,18.346666666666664,5.083174603174603,12.358095238095236,0.29653174603174604,1.3122857142857145,2.0452460317460317,0.0,-1.3154066331758312,1.1920145872278993,-1.5673215910666376,-0.7871612683393647,0.826227847392109,-3.7236576154324674,-1.3451471988403347,1.0353922321690137,2.15633602436583,2.1954026034185743,-0.20739737478766385,0.5826027500234473,325,50,101
592663,"Realmuto, J.T.",2023,28.6,28.0,1.78,1.8,2.14,3.94,-27.20720720720721,1,16,5,21,0.7669309123974617,0.7950576101745424,-0.028126697777080656,81.71171171171171,54.5045045045045,71.8018018018018,-1.4471124724230873,165,14,6,12.112666666666666,18.05848484848485,5.946060606060606,10.81709090909091,0.31635151515151516,1.3337636363636363,2.0428,0.42857142857142855,-0.3439832624440902,-1.173828486921488,-0.7460462085262255,-1.2675559626345843,-1.2822913241805287,0.5455591390052247,-0.659594922105374,-1.1044933590500086,-1.2916053475314502,-3.8414526343465627,-0.80802088049651,-0.6696288654983626,459,459,457
592663,"Realmuto, J.T.",2025,28.4,28.0,1.8,1.81,2.17,3.98,-34.51730418943533,0,8,2,10,0.7960135814889336,0.7922896282748786,0.0037239532140550535,76.95810564663023,42.4408014571949,57.5591985428051,0.5239509541926708,173,34,26,13.15849710982659,20.298265895953758,7.139479768786128,12.146936416184971,0.237,1.324543352601156,2.0485780346820808,0.7647058823529411,0.04747521864311699,-1.5133313112822644,0.38982316022044394,0.6557785945299575,0.5373043084607418,0.5455591390052247,-0.8881123476836942,0.22241865316501414,-0.15573597878478074,1.0373469242059183,-0.21121269391359987,-0.08883520483882369,327,283,162
592696,"Rosario, Eddie",2024,27.3,27.3,1.77,1.75,2.19,3.94,36.58536585365853,0,9,1,10,0.8626802481556003,0.7832334161678483,0.07944683198775204,45.872420262664164,82.4577861163227,71.76360225140712,0.9689978702758579,107,17,7,13.603925233644858,20.334579439252337,6.7316822429906535,12.654112149532711,0.22605607476635514,1.3278504672897198,2.041485981308411,0.4117647058823529,0.9781426362903058,1.7888898983555035,0.0016906979061170726,0.921039182846427,1.2312606699013846,-0.6498215522373278,0.48299220578622754,0.885020729926613,0.6515122501434449,2.803812102891257,1.0375470648630478,0.8457775873734965,13,19,75
592885,"Yelich, Christian",2023,28.1,28.0,1.75,1.73,2.14,3.87,21.44144144144144,14,28,3,31,0.8872278811759445,0.7887846157408855,0.09844326543505899,70.54054054054055,91.98198198198199,87.83783783783784,2.1284697324351645,243,74,56,13.989053497942388,22.1940329218107,8.204032921810699,13.363333333333333,0.17815637860082306,1.3226543209876542,2.0406172839506174,0.7567567567567568,1.2116171415814718,1.0855606371496267,1.403040775363936,2.082039583871418,2.2016709632295446,0.5455591390052247,0.9400270569428681,1.5222002335110292,0.8574816363587113,5.141192183459673,1.3070053729053472,0.9169367319169623,2,17,17
592885,"Yelich, Christian",2024,28.5,28.0,1.74,1.74,2.12,3.86,5.44090056285178,2,21,1,22,0.9237112489753335,0.7936304885370107,0.13008076043832284,81.51969981238274,86.96060037523452,89.9624765478424,-1.6919626491697632,95,8,7,11.986526315789474,17.713578947368422,5.727368421052632,10.606842105263159,0.32473684210526316,1.3276736842105263,2.0345263157894737,0.875,1.6004558420158383,0.3424475385426223,-0.9541924842802786,-1.4708008417332645,-1.5699697072500047,0.5455591390052247,0.7115096313645478,-1.217118313069885,-1.4997516232855033,-4.540522172268773,0.17128754485056907,-0.10999672119350123,196,294,472
